CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE
121H05999,UNARMED ROBBERY,12-AUG-12,CAPTURED,3713 CHATHAM,BALTIMORE,MD
122H05397,RAPE,11-AUG-12,CAPTURED, 3012 E. FAYETTE STREET,BALTIMORE,MD
122H04425,ABDUCTION,09-AUG-12,CAPTURED,9024 CONSTANT COURSE,BALTIMORE,MD
126H03101,ARMED ROBBERY,07-AUG-12,CAPTURED,2630 QUANTICO AVE,BALTIMORE,MD
121H03062,ARMED ROBBERY,06-AUG-12,CAPTURED,1200  PENNSYLVANIA AVE,BALTIMORE,MD
127H03016,SHOOTING,06-AUG-12,CAPTURED, 1700 W. LEXINGTON STREET,BALTIMORE,MD
121H02604,ARMED ROBBERY,05-AUG-12,CAPTURED,1500 DIVISION ST,BALTIMORE,MD
122G14228,ARMED ROBBERY,30-JUL-12,CAPTURED, 1337 SARGENT STREET,BALTIMORE,MD
128G13303,HOMICIDE,28-JUL-12,CAPTURED, 2902 WESTWOOD AVE,BALTIMORE,MD
123G13211,HOMICIDE,27-JUL-12,CAPTURED,1437 S. HANOVER ST,BALTIMORE,MD
121G12238,SHOOTING,26-JUL-12,CAPTURED,609 CHERRYCREST,BALTIMORE,MD
126G11922,ARMED ROBBERY,25-JUL-12,CAPTURED,4400 GRANDA,BALTIMORE,MD
126G11640,UNARMED ROBBERY,24-JUL-12,CAPTURED,3900  GLENGYLE,BALTIMORE,MD
123G11180,ARMED ROBBERY,24-JUL-12,CAPTURED,5618 WOODMONT CT. APT C,BALTIMORE,MD
127G11107,HOMICIDE,23-JUL-12,CAPTURED,1500 N. CAREY,BALTIMORE,MD
128G10671,ARMED ROBBERY,23-JUL-12,CAPTURED,2718 ERDMAN AVE,BALTIMORE,MD
124G10989,UNARMED ROBBERY,23-JUL-12,CAPTURED, 2700 GREENMOUNT AVENUE,BALTIMORE,MD
129G06830,OTHER,22-JUL-12,CAPTURED,1209 FURNACE BRANCH ROAD,BALTIMORE,MD
125G10615,SHOOTING,22-JUL-12,CAPTURED,615 E. 37TH ST,BALTIMORE,MD
129G10619,UNARMED ROBBERY,22-JUL-12,CAPTURED, 1158 NANTICOKE STREET,BALTIMORE,MD
129D10617,ARMED ROBBERY,22-JUL-12,CAPTURED, 3803 OAK AVENUE,BALTIMORE,MD
129G10617,ARMED ROBBERY,22-JUL-12,CAPTURED,400 WATER ST.,BALTIMORE,MD
129G06830,OTHER,21-JUL-12,CAPTURED,336 HORNELL,BALTIMORE,MD
129G09300,AGGRAVATED ASSAULT,20-JUL-12,CAPTURED,32 MAURICE CIRCLE,BALTIMORE,MD
129G09300,AGGRAVATED ASSAULT,20-JUL-12,CAPTURED,1326 WEBSTER ST.,BALTIMORE,MD
122G09744,MISSING PERSON,20-JUL-12,CAPTURED,1655 NORTHGATE RD,BALTIMORE,MD
126G09459,SHOOTING,20-JUL-12,CAPTURED, 6500 REISTERSTOWN ROAD,BALTIMORE,MD
124G09311,HOME INVASION,19-JUL-12,CAPTURED,5457 MOORES RUN DRIVE,BALTIMORE,MD
125G08834,UNARMED ROBBERY,19-JUL-12,CAPTURED,409 N. HIGHLAND,BALTIMORE,MD
126G08780,UNARMED ROBBERY,18-JUL-12,CAPTURED,4843 TRUSDALE,BALTIMORE,MD
125G12656,HOMICIDE,16-JUL-12,CAPTURED,4854 GREENCREST,BALTIMORE,MD
126G05458,UNARMED ROBBERY,12-JUL-12,CAPTURED,2700 WISTERIA AVE,BALTIMORE,MD
128G05339,ARMED ROBBERY,11-JUL-12,CAPTURED,5600 THE ALAMEDA,BALTIMORE,MD
123G03805,AGGRAVATED ASSAULT,09-JUL-12,CAPTURED,5000 GREENSPRING AVE,BALTIMORE,MD
127G03306,CARJACKING,07-JUL-12,CAPTURED,1806 N. PULASKI STREET,BALTIMORE,MD
126G02891,ARMED ROBBERY,06-JUL-12,CAPTURED,2403 W. COLD SPRING,BALTIMORE,MD
128G01961,AGGRAVATED ASSAULT,05-JUL-12,CAPTURED,1715 POPLAR GROVE ST,BALTIMORE,MD
124G02501,MISSING PERSON,05-JUL-12,CAPTURED,1431 N. CAREY ST,BALTIMORE,MD
123G00952,UNARMED ROBBERY,03-JUL-12,CAPTURED,1524 BAKET STREET,BALTIMORE,MD
126F14793,CARJACKING,30-JUN-12,CAPTURED,3604 CLARINTH RD.  APT A,BALTIMORE,MD
121F13693,RAPE,30-JUN-12,CAPTURED,300 W. BALTIMORE STREET,BALTIMORE,MD
126F13429,AGGRAVATED ASSAULT,28-JUN-12,CAPTURED,3401 W. BELVEDERE,BALTIMORE,MD
128F12619,AGGRAVATED ASSAULT,26-JUN-12,CAPTURED,613 N. GLOVER ST.,BALTIMORE,MD
129F10360,SHOOTING,22-JUN-12,CAPTURED,101 W. CROSS ST,BALTIMORE,MD
129F08847,DOMESTIC VIOLENCE,19-JUN-12,CAPTURED,2219 CEDLEY AVE,BALTIMORE,MD
123F08513,ARMED ROBBERY,18-JUN-12,CAPTURED,437 E 25TH ST,BALTIMORE,MD
123F08340,ARMED ROBBERY,18-JUN-12,CAPTURED, 834 HARFORD COURT,BALTIMORE,MD
121F08322,CARJACKING,18-JUN-12,CAPTURED,3044 BRIGHTON,BALTIMORE,MD
121F07388,UNARMED ROBBERY,16-JUN-12,CAPTURED,901 BENNETT PLACE APT 1,BALTIMORE,MD
125F03944,RAPE,09-JUN-12,CAPTURED, 1003 BROOKLANDWOOD ROAD,BALTIMORE,MD
124F01852,ARMED ROBBERY,05-JUN-12,CAPTURED,6209 ALTO AVE,BALTIMORE,MD
121F01344,ARMED ROBBERY,04-JUN-12,CAPTURED, 1100  W. SARATOGA ST,BALTIMORE,MD
126F01313,ARMED ROBBERY,03-JUN-12,CAPTURED,3700 W COLD SPRING,BALTIMORE,MD
128F01001,ARMED ROBBERY,03-JUN-12,CAPTURED, 1423 HARBERSON AVENUE,CATONSVILLE,MD
121F01127,UNARMED ROBBERY,03-JUN-12,CAPTURED,1200 DIVISION,BALTIMORE,MD
122F00144,UNARMED ROBBERY,01-JUN-12,CAPTURED,3009 PULASKI,BALTIMORE,MD
121E15352,UNARMED ROBBERY,31-MAY-12,CAPTURED,656 COKESBURY AVE,BALTIMORE,MD
122E14368,ARMED ROBBERY,29-MAY-12,CAPTURED, 1905 W. LANVALE STREET,BALTIMORE,MD
123E13969,ARMED ROBBERY,29-MAY-12,CAPTURED,4123 TWIN CIRCLE WAY,BALTIMORE,MD
121E13942,ARMED ROBBERY,29-MAY-12,CAPTURED,3700 W. BELVEDERE,BALTIMORE,MD
125E13878,HOMICIDE,28-MAY-12,CAPTURED,8801 CITATION ROAD,ESSEX,MD
121E13579,UNARMED ROBBERY,28-MAY-12,CAPTURED,4415 WASHINGTON BLVD. ,BALTIMORE,MD
122E13573,AGGRAVATED ASSAULT,28-MAY-12,CAPTURED,5101 WILLINGTON APT 4,BALTIMORE,MD
122E13153,UNARMED ROBBERY,28-MAY-12,CAPTURED,3814 E LOMBARD ST,BALTIMORE,MD
126E13495,ARMED ROBBERY,27-MAY-12,CAPTURED,3505 W. BELVEDERE,BALTIMORE,MD
123E11969,HOMICIDE,24-MAY-12,CAPTURED,916 WILMONT CT,BALTIMORE,MD
124E11553,SHOOTING,24-MAY-12,CAPTURED,5500 MOORSES RUN RD,BALTIMORE,MD
126E10112,AGGRAVATED ASSAULT,21-MAY-12,CAPTURED,5606 WINTHROPE AVE APT A,BALTIMORE,MD
129E10052,UNARMED ROBBERY,21-MAY-12,CAPTURED,4810 LAUREL,BALTIMORE,MD
124E09861,HOME INVASION,20-MAY-12,CAPTURED,2114 JEFFERSON,BALTIMORE,MD
127E08536,ARMED ROBBERY,17-MAY-12,CAPTURED,4500 HOMER AVENUE,BALTIMORE,MD
122E06417,HOMICIDE,13-MAY-12,CAPTURED, 2500 TERRA FIRMA,BALTIMORE,MD
128E07480,SHOOTING,12-MAY-12,CAPTURED,300 N. CALVERT,BALTIMORE,MD
123E04054,RAPE,07-MAY-12,CAPTURED,2900 WASHINGTON BLVD,BALTIMORE,MD
128E03926,RAPE,07-MAY-12,CAPTURED,2229 CALLOW,BALTIMORE,MD
124E02981,CARJACKING,06-MAY-12,CAPTURED,1500 TUNLAW 5/8/12,BALTIMORE,MD
126E02829,HOMICIDE,06-MAY-12,CAPTURED,1910 CHARLGROVE AVE,BALTIMORE,MD
122E03258,CHILD ABUSE,05-MAY-12,CAPTURED,2930 CHERRYLAND RD,BALTIMORE,MD
125E00983,SHOOTING,02-MAY-12,CAPTURED,3708 W MULBERRY,BALTIMORE,MD
125E00501,HOME INVASION,01-MAY-12,CAPTURED,3903 WABASH,BALTIMORE,MD
122D13662,ARMED ROBBERY,29-APR-12,CAPTURED,2800 CLIFTON PARK TERRACE,BALTIMORE,MD
127D10151,SHOOTING,22-APR-12,CAPTURED,2500 EUTAW PLACE,BALTIMORE,MD
126D07525,UNARMED ROBBERY,17-APR-12,CAPTURED,5300 PEERLESS AVE,BALTIMORE,MD
128D07154,CARJACKING,16-APR-12,CAPTURED,1933 ST PAUL ST,BALTIMORE,MD
125D07026,ARMED ROBBERY,16-APR-12,CAPTURED,4600 PALL MALL ROAD,BALTIMORE,MD
121D04954,SHOOTING,12-APR-12,CAPTURED,627 RADNOR RD,BALTIMORE,MD
122D03971,UNARMED ROBBERY,09-APR-12,CAPTURED,808 N. BELNORD STREET,BALTIMORE,MD
124D03408,HOMICIDE,08-APR-12,CAPTURED,9311 LIBERTY ROAD,BALTIMORE,MD
127D02530,SHOOTING,06-APR-12,CAPTURED,212 WASHINGTON AVE APT 1113,BALTIMORE,MD
127D02530,SHOOTING,06-APR-12,CAPTURED,4306 PINEFIELD CT,RANDALLSTOWN,MD
128D01815,SEX OFFENSE,05-APR-12,CAPTURED, 2420 DRUID HILL AVE,BALTIMORE,MD
121D01193,ARMED ROBBERY,03-APR-12,CAPTURED, 500 CHERRY HILL ROAD,BALTIMORE,MD
125C13182,HOMICIDE,01-APR-12,CAPTURED,1011 WOODSON RD.,BALTIMORE,MD
125C15285,CARJACKING,31-MAR-12,CAPTURED, 500 BEAUMONT AVE,BALTIMORE,MD
122C14584,AGGRAVATED ASSAULT,30-MAR-12,CAPTURED,433 N. LAKEWOOD AVE,BALTIMORE,MD
122C14500,UNARMED ROBBERY,29-MAR-12,CAPTURED, 121 N. COLLINGTON AVE,BALTIMORE,MD
111C13636,UNARMED ROBBERY,28-MAR-12,CAPTURED, 323 ILLCHESTER AVE,BALTIMORE,MD
124C12964,HOMICIDE,27-MAR-12,CAPTURED,500 E 29TH STREET,BALTIMORE,MD
122C12002,AGGRAVATED ASSAULT,25-MAR-12,CAPTURED,6804 AVERILL APT T1,BALTIMORE,MD
129C11590,ARMED ROBBERY,24-MAR-12,CAPTURED,1146 N STRICKER ST,BALTIMORE,MD
124C09314,ARMED ROBBERY,19-MAR-12,CAPTURED, 7014 ARION AVE,BALTIMORE,MD
122C09206,HOMICIDE,19-MAR-12,CAPTURED,300 S. OLDHAM,BALTIMORE,MD
124C09036,SEX OFFENSE,18-MAR-12,CAPTURED,2628 LONGWOOD STREET,BALTIMORE,MD
121C09009,ARMED ROBBERY,18-MAR-12,CAPTURED,5206 WILTON HTS.,BALTIMORE,MD
128C05165,ARMED ROBBERY,12-MAR-12,CAPTURED,3201 MASSACHUSETTS,BALTIMORE,MD
128C04320,AGGRAVATED ASSAULT,10-MAR-12,CAPTURED,4400 FREDERICK AVE,BALTIMORE,MD
121C02915,AGGRAVATED ASSAULT,07-MAR-12,CAPTURED,4400 PARK HEIGHTS AVE,BALTIMORE,MD
126B11256,SHOOTING,26-FEB-12,CAPTURED,6920 MARSUE DRIVE,BALTIMORE,MD
121B10818,ARMED ROBBERY,25-FEB-12,CAPTURED, 8808 STEPHANIE ROAD,BALTIMORE,MD
122B07936,UNARMED ROBBERY,19-FEB-12,CAPTURED, 200 S. DALLAS COURT,BALTIMORE,MD
122B05594,AGGRAVATED ASSAULT,13-FEB-12,CAPTURED,6116 PLANTVIEW WAY,BALTIMORE,MD
126B02532,ARMED ROBBERY,06-FEB-12,CAPTURED,4005 PINKNEY,BALTIMORE,MD
126B02532,ARMED ROBBERY,06-FEB-12,CAPTURED,4005 PINKNEY,BALTIMORE,MD
128B00566,ARMED ROBBERY,02-FEB-12,CAPTURED,1324 WASHINGTON BLVD,BALTIMORE,MD
121B00441,ARMED ROBBERY,01-FEB-12,CAPTURED, 1931 MCCULLOH STREET,BALTIMORE,MD
134B00424,DOMESTIC VIOLENCE,01-FEB-12,CAPTURED,500 EXETER HALL,BALTIMORE,MD
124B00436,HOMICIDE,01-FEB-12,CAPTURED, 4506 RIESTERSTOWN RD,BALTIMORE,MD
124A10851,BURGLARY,25-JAN-12,CAPTURED,2527 STEELE AVE APT A,BALTIMORE,MD
129A05887,AGGRAVATED ASSAULT,24-JAN-12,CAPTURED, 521 N. BOULDIN STREET,BALTIMORE,MD
129A09076,UNARMED ROBBERY,21-JAN-12,CAPTURED,7400  LIBERTY RD,BALTIMORE,MD
124A08836,UNARMED ROBBERY,21-JAN-12,CAPTURED,4500 PARK HEIGHTS AVE,BALTIMORE,MD
126A08677,BURGLARY,20-JAN-12,CAPTURED,2640 GATEHOUSE DRIVE,BALTIMORE,MD
123A08328,ARMED ROBBERY,20-JAN-12,CAPTURED,5204 READY AVE,BALTIMORE,MD
124A07515,ARMED ROBBERY,18-JAN-12,CAPTURED,4109 MARX AVE,BALTIMORE,MD
129A07199,UNARMED ROBBERY,17-JAN-12,CAPTURED,1217 LOMBARD,BALTIMORE,MD
"122A07303
122A07303
114A06871
124A06807","BURGLARY BURGLARY ARMED ROBBERY
ARMED ROBBERY","17-JAN-12
17-JAN-12
17-JAN-12
16-JAN-12",CAPTURED, 414 N. ROSE ST.,BALTIMORE,MD
123A01806,HOMICIDE,05-JAN-12,CAPTURED, 10114 WIGAN DRIVE,CLINTON,MD
123A00664,ARMED ROBBERY,02-JAN-12,CAPTURED, 2526 E. MADISON STREET,BALTIMORE,MD
129A00528,ARMED ROBBERY,02-JAN-12,CAPTURED, 2415 CHRISTIAN STREET,BALTIMORE,MD
118L13518,UNARMED ROBBERY,31-DEC-11,CAPTURED, 5032 PALMER,BALTIMORE,MD
118L13518,UNARMED ROBBERY,31-DEC-11,CAPTURED,6220 SHIPVIEW WAY,BALTIMORE,MD
116L13125,SHOOTING,30-DEC-11,CAPTURED, 3700 REISTERSTOWN ROAD,BALTIMORE,MD
119L12434,ARMED ROBBERY,29-DEC-11,CAPTURED, 2900 ROUND ROAD,BALTIMORE,MD
115L12161,OTHER,28-DEC-11,CAPTURED, 5644 KAVON AVE,BALTIMORE,MD
119L11816,ARSON,28-DEC-11,CAPTURED, 801 N. FULTON AVE,BALTIMORE,MD
112L11603,UNARMED ROBBERY,27-DEC-11,CAPTURED,3035 E. MONUMENT,BALTIMORE,MD
117L09471,OTHER,23-DEC-11,CAPTURED,3003E SEABURY ROAD,BALTIMORE,MD
117L09471,OTHER,23-DEC-11,CAPTURED,20 ASTRO CT,BALTIMORE,MD
112L08538,ARMED ROBBERY,20-DEC-11,CAPTURED,3521 E FAYETTE,BALTIMORE,MD
112L07857,ARMED ROBBERY,18-DEC-11,CAPTURED, 1272 GLYNDON AVE,BALTIMORE,MD
116L07669,OTHER,17-DEC-11,CAPTURED,200 S. HILTON ST,BALTIMORE,MD
118L07308,HOMICIDE,16-DEC-11,CAPTURED,201 N CALHOUN,BALTIMORE,MD
114L06928,ARMED ROBBERY,16-DEC-11,CAPTURED,2315 LANDSDOWNE APT 2C,BALTIMORE,MD
111L26346,ARMED ROBBERY,14-DEC-11,CAPTURED, 1108 ABBOTT COURT,BALTIMORE,MD
116L05925,BURGLARY,14-DEC-11,CAPTURED,2400 ST PAUL,BALTIMORE,MD
112L05443,HOME INVASION,13-DEC-11,CAPTURED,407 N. ELLWOOD ST,BALTIMORE,MD
117L04981,OTHER,12-DEC-11,CAPTURED,4300 SHELDON AVE.,BALTIMORE,MD
119L04993,RAPE,11-DEC-11,CAPTURED,6608 WINDSOR MILL RD,BALTIMORE,MD
116L04345,HOMICIDE,10-DEC-11,CAPTURED,300 PARK AVE,BALTIMORE,MD
116L04345,HOMICIDE,10-DEC-11,CAPTURED, 2700 REISTERSTOWN ROAD,BALTIMORE,MD
119L03892,ARMED ROBBERY,09-DEC-11,CAPTURED,3300 AUCHENTOROLY TERR.,BALTIMORE,MD
114L03525,ARMED ROBBERY,08-DEC-11,CAPTURED,3220 NORTHWAY  DR.,BALTIMORE,MD
115L02836,UNARMED ROBBERY,06-DEC-11,CAPTURED,458 FEDERAL ST.,BALTIMORE,MD
113K02473,SEX OFFENSE,06-DEC-11,CAPTURED,2447 WOODBROOK,BALTIMORE,MD
115L01561,RAPE,04-DEC-11,CAPTURED,5457 BALTIMORE NATIONAL PIKE,BALTIMORE,MD
112K12647,ARMED ROBBERY,28-NOV-11,CAPTURED,1508 N. PATTERSON PK.,BALTIMORE,MD
111K11173,SEX OFFENSE,24-NOV-11,CAPTURED,2800  BOSTON ST,BALTIMORE,MD
112K11124,UNARMED ROBBERY,23-NOV-11,CAPTURED,3426 DUNRAN RD,BALTIMORE,MD
118K10371,OTHER,22-NOV-11,CAPTURED, 2307 N. PULASKI STREET,BALTIMORE,MD
115J12788,OTHER,21-NOV-11,CAPTURED,5309 MAPLE AVE,BALTIMORE,MD
112K09361,AGGRAVATED ASSAULT,20-NOV-11,CAPTURED,329 S. BALLOU CT.,BALTIMORE,MD
116K06849,ARMED ROBBERY,14-NOV-11,CAPTURED,5514 HADDON AVE,BALTIMORE,MD
114K06753,UNARMED ROBBERY,14-NOV-11,CAPTURED, 2001 BURNWOOD ROAD,BALTIMORE,MD
114K06597,ARMED ROBBERY,14-NOV-11,CAPTURED,2206 PINEWOOD AVE. APT 2C,BALTIMORE,MD
111K05877,HOMICIDE,12-NOV-11,CAPTURED,1109 MONTPELIER,BALTIMORE,MD
118J12733,OTHER,08-NOV-11,CAPTURED,3506 LUCEILLA AVE,BALTIMORE,MD
111K03321,ARMED ROBBERY,07-NOV-11,CAPTURED,1422 POPLAR GROVE STREET,BALTIMORE,MD
116K02923,ARMED ROBBERY,06-NOV-11,CAPTURED,2257 W. BALTIMORE STREET,BALTIMORE,MD
118K00840,ARMED ROBBERY,02-NOV-11,CAPTURED,506 LUCIA AVE,BALTIMORE,MD
116K00543,ARMED ROBBERY,01-NOV-11,CAPTURED,3750 COMMERCE DR,BALTIMORE,MD
114J14423,UNARMED ROBBERY,30-OCT-11,CAPTURED, 6005 STARLIEGH,BALTIMORE,MD
117J13335,ARMED ROBBERY,28-OCT-11,CAPTURED, 4308 SEMINOLE AVE APT. 103,BALTIMORE,MD
118J13281,HOMICIDE,27-OCT-11,CAPTURED,1700 BRADDISH,BALTIMORE,MD
113J13042,ABDUCTION,27-OCT-11,CAPTURED,3824 LEADENHALL ST.,BALTIMORE,MD
113J13042,ABDUCTION,27-OCT-11,CAPTURED,3824 LEADENHALL ST.,BALTIMORE,MD
115J11598,HOMICIDE,24-OCT-11,CAPTURED,3509 WOODLAND AVE APT 3A,BALTIMORE,MD
119J11206,ARMED ROBBERY,23-OCT-11,CAPTURED,7300 BALTIMORE ANNAPOLIS BLVD,GLENBURNIE,MD
116J10342,ARMED ROBBERY,21-OCT-11,CAPTURED,2601 SPELLMAN RD. APT. B2,BALTIMORE,MD
113J09901,ARMED ROBBERY,20-OCT-11,CAPTURED,2300 GUILFORD,BALTIMORE,MD
114J08880,ARMED ROBBERY,18-OCT-11,CAPTURED,1614 FEDERAL STREET,BALTIMORE,MD
111J08593,SEX OFFENSE,18-OCT-11,CAPTURED,3315 ROMANA AVE,BALTIMORE,MD
113J12253,HOMICIDE,17-OCT-11,CAPTURED,633 PERKINS,BALTIMORE,MD
113J07875,HOMICIDE,17-OCT-11,CAPTURED,904 LEXINGTON APT 9,BALTIMORE,MD
115J07706,SHOOTING,16-OCT-11,CAPTURED,4600 MANNASOTA,BALTIMORE,MD
113J07431,HOMICIDE,16-OCT-11,CAPTURED,2813 FORREST GLEN RD,BALTIMORE,MD
116J06344,ARMED ROBBERY,13-OCT-11,CAPTURED,2926 OAKLEY,BALTIMORE,MD
111J06204,ARMED ROBBERY,12-OCT-11,CAPTURED,310 CHARTER OAK AVENUE,BALTIMORE,MD
111J05455,SEX OFFENSE,12-OCT-11,CAPTURED,9214 CHERRY LANE,LAUREL,MD
113J05443,OTHER,12-OCT-11,CAPTURED,201 N. AISQUITH ST.,BALTIMORE,MD
114A03939,OTHER,11-OCT-11,CAPTURED,2020 RIDGEHILL,BALTIMORE,MD
119J03838,OTHER,09-OCT-11,CAPTURED,2804 DENHAM CIR.,BALTIMORE,MD
118J02154,AGGRAVATED ASSAULT,06-OCT-11,CAPTURED, 3302 W. PATAPSCO AVE,BALTIMORE,MD
112J02188,ARMED ROBBERY,05-OCT-11,CAPTURED,11TH. AVE.,SILVER SPRING,MD
119I13791,OTHER,04-OCT-11,CAPTURED,1308 SHEPHARD STREET NW,WASHINGTON,DC
119J01387,UNARMED ROBBERY,04-OCT-11,CAPTURED,296 MOUNTAIN RIDGE CT. APT. H,BALTIMORE,MD
115J00313,SHOOTING,01-OCT-11,CAPTURED,717 DRUID PARK LAKE DR. APT 1106,BALTIMORE,MD
119I13791,SHOOTING,29-SEP-11,CAPTURED,4131 TOWNSEND AVE,BALTIMORE,MD
119F13791,RAPE,29-SEP-11,CAPTURED, 1708 CODY DRIVE,SILVER SPRING,MD
116I13056,UNARMED ROBBERY,27-SEP-11,CAPTURED,2902 GRANTLEY,BALTIMORE,MD
114I12951,DOMESTIC VIOLENCE,27-SEP-11,CAPTURED,43B OAKGROVE DRIVE,ESSEX,MD
117I2532,ARMED ROBBERY,26-SEP-11,CAPTURED,3217 BAKER ST.,BALTIMORE,MD
118I12239,ARMED ROBBERY,26-SEP-11,CAPTURED,3419 DOLEFIELD,BALTIMORE,MD
118I12239,ARMED ROBBERY,26-SEP-11,CAPTURED,3419 DOLEFIELD,BALTIMORE,MD
118I12303,ARMED ROBBERY,26-SEP-11,CAPTURED,1700 N ELLAMONT ST,BALTIMORE,MD
111I11689,ARMED ROBBERY,25-SEP-11,CAPTURED,2614 OSWEGO AVE,BALTIMORE,MD
117I11128,SHOOTING,23-SEP-11,CAPTURED, 2525 EUTAW ST.,BALTIMORE,MD
112I11141,ARMED ROBBERY,23-SEP-11,CAPTURED,134 N. ELLWOOD   ,BALTIMORE,MD
112I11121,ARMED ROBBERY,23-SEP-11,CAPTURED,2329 E. FAYETTE STREET,BALTIMORE,MD
116I06005,AGGRAVATED ASSAULT,22-SEP-11,CAPTURED,1214 DRUID HILL AVE,BALTIMORE,MD
119I10406,RAPE,22-SEP-11,CAPTURED,1625 CYPRESS STREET,BALTIMORE,MD
111I09120,ARMED ROBBERY,19-SEP-11,CAPTURED,3831 DERBY MANOR DRIVE,BALTIMORE,MD
112I09012,ARMED ROBBERY,19-SEP-11,CAPTURED,6100 BOSTON ST,BALTIMORE,MD
119I08593,SHOOTING,18-SEP-11,CAPTURED,9060K MOONSHINE HOLLOW,BALTIMORE,MD
115I08412,ARMED ROBBERY,18-SEP-11,CAPTURED,3212 LEEDS STREET,BALTIMORE,MD
117I08127,SHOOTING,17-SEP-11,CAPTURED,48 GORMAN ST,BALTIMORE,MD
119I8187,UNARMED ROBBERY,17-SEP-11,CAPTURED,117 N POPPLETON AVE,BALTIMORE,MD
119I08255,UNARMED ROBBERY,17-SEP-11,CAPTURED,1000 W. LOMBARD STREET,BALTIMORE,MD
119I7514,ARMED ROBBERY,16-SEP-11,CAPTURED,3503 ELDORADO APT A,BALTIMORE,MD
111I7326,UNARMED ROBBERY,16-SEP-11,CAPTURED, 4630 PIMLICO ROAD,BALTIMORE,MD
111I05653,ARMED ROBBERY,13-SEP-11,CAPTURED,3804 CHATHAM,BALTIMORE,MD
116I05246,UNARMED ROBBERY,12-SEP-11,CAPTURED,609 GLENOLDEN,BALTIMORE,MD
118I00507,OTHER,11-SEP-11,CAPTURED,3718 CRESTFIELD COURT,BALTIMORE,MD
119I05040,UNARMED ROBBERY,11-SEP-11,CAPTURED,1009 HICKAM RD,MIDDLE RIVER,MD
119I05166,UNARMED ROBBERY,09-SEP-11,CAPTURED,6235 LAURELTON,BALTIMORE,MD
112I03625,AGGRAVATED ASSAULT,08-SEP-11,CAPTURED,3600 W FRANKLIN ST,BALTIMORE,MD
115I2327,ARMED ROBBERY,06-SEP-11,CAPTURED,3806 BAYVILLE AVE,BALTIMORE,MD
112I02486,OTHER,06-SEP-11,CAPTURED,200 S. BROADWAY,BALTIMORE,MD
112I1893,ARMED ROBBERY,05-SEP-11,CAPTURED,5505 HOPKINS BAYVIEW DR,BALTIMORE,MD
112I01528,ABDUCTION,04-SEP-11,CAPTURED,14 ST. ELMO COURT,BALTIMORE,MD
114I1028,OTHER,03-SEP-11,CAPTURED,1610 N. HILTON ST,BALTIMORE,MD
114I00786,BURGLARY,01-SEP-11,CAPTURED,1654 WHITEHEAD COURT,BALTIMORE,MD
111G10119,OTHER,30-AUG-11,CAPTURED,1510 PRESSER CT,BALTIMORE,MD
118H13907,SHOOTING,29-AUG-11,CAPTURED,9622  DEVDENTE,BALTIMORE,MD
113H13026,UNARMED ROBBERY,27-AUG-11,CAPTURED,1201 N. GREENMOUNT AVE,BALTIMORE,MD
113H11753,HOMICIDE,25-AUG-11,CAPTURED,1600 E. MONUMENT,BALTIMORE,MD
119H11499,ARMED ROBBERY,24-AUG-11,CAPTURED,517 SEAGULL AVE,BALTIMORE,MD
117H06360,OTHER,24-AUG-11,CAPTURED,809 PONTIAC,BALTIMORE,MD
118H10139,OTHER,24-AUG-11,CAPTURED,1601 FREDERICK ST. APT 3,BALTIMORE,MD
114H11268,ABDUCTION,23-AUG-11,CAPTURED,24 W. FRANKLIN ST,BALTIMORE,MD
113C01286,OTHER,23-AUG-11,CAPTURED,1732 DARLEY,BALTIMORE,MD
118H10373,HOMICIDE,22-AUG-11,CAPTURED,1208 WASHINGTON BLVD,BALTIMORE,MD
118H10373,HOMICIDE,22-AUG-11,CAPTURED, 2702 OSWEGO AVE,BALTIMORE,MD
115H09880,AGGRAVATED ASSAULT,21-AUG-11,CAPTURED, 7 WILLIAMS CT,OWINGS MILLS,MD
111H09731,ARMED ROBBERY,20-AUG-11,CAPTURED,1508 PENNSYLVANIA AVE APT 4,BALTIMORE,MD
111H09676,ARMED ROBBERY,20-AUG-11,CAPTURED,1014 N. CHARLES ST.,BALTIMORE,MD
115H08992,ARMED ROBBERY,19-AUG-11,CAPTURED,5702 LEIDEN,BALTIMORE,MD
114H01211,OTHER,17-AUG-11,CAPTURED,915 GARDEN DR. APT 2A,BALTIMORE,MD
116H07360,ARMED ROBBERY,16-AUG-11,CAPTURED,4018 N ROGERS APT A,BALTIMORE,MD
118H07339,ARMED ROBBERY,16-AUG-11,CAPTURED,108 S. CULVER,BALTIMORE,MD
114G04048,OTHER,15-AUG-11,CAPTURED,2902 W. COLDSPRING LANE APT D,BALTIMORE,MD
116H06291,ARMED ROBBERY,13-AUG-11,CAPTURED,621 EAST PRATT STREET,BALTIMORE,MD
111H5569,CARJACKING,12-AUG-11,CAPTURED,824 GEORGE ST.,BALTIMORE,MD
111H05551,ARMED ROBBERY,12-AUG-11,CAPTURED,81511 2400 W NORTHERN PKWY,BALTIMORE,MD
113H04619,ARMED ROBBERY,10-AUG-11,CAPTURED,1406 ASHLAND AVE,BALTIMORE,MD
114H04586,ARMED ROBBERY,10-AUG-11,CAPTURED,1801 N. PULASKI,BALTIMORE,MD
115H02033,ARMED ROBBERY,05-AUG-11,CAPTURED,1800  RUXTON AVE,BALTIMORE,MD
