CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE,Full Address,Latitude,Longitude
107I00686,OTHER,8-Sep-10,CAPTURED,1674 MOUNTMOR CT,BALTIMORE,MD,1674 MOUNTMOR CT BALTIMORE MD ,,
106I03357,ARMED ROBBERY,8-Sep-10,CAPTURED,3507 W. GARRISON AVE.,BALTIMORE,MD,3507 W. GARRISON AVE. BALTIMORE MD ,,
103I03360,HOME INVASION,8-Sep-10,CAPTURED,704 BARTLETT AVE,BALTIMORE,MD,704 BARTLETT AVE BALTIMORE MD ,,
108I03297,HOMICIDE,7-Sep-10,CAPTURED,602 N. HILTON STREET,BALTIMORE,MD,602 N. HILTON STREET BALTIMORE MD ,,
108I03297,HOMICIDE,7-Sep-10,CAPTURED,5000 SUNSET AVE,BALTIMORE,MD,5000 SUNSET AVE BALTIMORE MD ,,
108I3291,HOMICIDE,7-Sep-10,CAPTURED,1805 N. MONROE,BALTIMORE,MD,1805 N. MONROE BALTIMORE MD ,,
109I03092,ARMED ROBBERY,7-Sep-10,CAPTURED,931 N. MOUNT STREET,BALTIMORE,MD,931 N. MOUNT STREET BALTIMORE MD ,,
109I03092,ARMED ROBBERY,7-Sep-10,CAPTURED,931 N. MOUNT STREET,BALTIMORE,MD,931 N. MOUNT STREET BALTIMORE MD ,,
102I02443,UNARMED ROBBERY,6-Sep-10,CAPTURED,1105 SANDYSTONE CT,BALTIMORE,MD,1105 SANDYSTONE CT BALTIMORE MD ,,
104I02293,BURGLARY,5-Sep-10,CAPTURED,3722 RIDGECROFT AVE,BALTIMORE,MD,3722 RIDGECROFT AVE BALTIMORE MD ,,
102I13733,SEX OFFENSE,3-Sep-10,CAPTURED,3800 EASTERN AVE,BALTIMORE,MD,3800 EASTERN AVE BALTIMORE MD ,,
101I00920,ARMED ROBBERY,02-Sep-10,CAPTURED,900 BETHUNE,BALTIMORE,MD,900 BETHUNE BALTIMORE MD ,,
105C00229,"ARMED ROBBERY
",1-Sep-10,CAPTURED,901 BETHUNE,BALTIMORE,MD,901 BETHUNE BALTIMORE MD ,,
102H14183,UNARMED ROBBERY,1-Sep-10,CAPTURED,902 BETHUNE,BALTIMORE,MD,902 BETHUNE BALTIMORE MD ,,
105H12202,RAPE,26-Aug-10,CAPTURED,3607 BOWERS AVE APT. A,BALTIMORE,MD,3607 BOWERS AVE APT. A BALTIMORE MD ,,
103H04116,OTHER,26-Aug-10,CAPTURED,2300 ASHLAND AVE,BALTIMORE,MD,2300 ASHLAND AVE BALTIMORE MD ,,
104H10784,ARMED ROBBERY,24-Aug-10,CAPTURED,4900 TODD AVENUE,BALTIMORE,MD,4900 TODD AVENUE BALTIMORE MD ,,
101H10699,OTHER,23-Aug-10,CAPTURED,3531 WASHINGTON BLVD,BALTIMORE,MD,3531 WASHINGTON BLVD BALTIMORE MD ,,
101H9816,UNARMED ROBBERY,21-Aug-10,CAPTURED,1142 NANITCOKE,BALTIMORE,MD,1142 NANITCOKE BALTIMORE MD ,,
107H09486,SHOOTING,21-Aug-10,CAPTURED,604 N PAYSON ST,BALTIMORE,MD,604 N PAYSON ST BALTIMORE MD ,,
10-231-0044,HOME INVASION,19-Aug-10,CAPTURED,5000 REISTERSTOWN ROAD,BALTIMORE,MD,5000 REISTERSTOWN ROAD BALTIMORE MD ,,
101H08521,ARMED ROBBERY,19-Aug-10,CAPTURED,1627 EDMONDSON AVE,BALTIMORE,MD,1627 EDMONDSON AVE BALTIMORE MD ,,
109H07222,AGGRAVATED ASSAULT,16-Aug-10,CAPTURED,814 STOLL STREET,BALTIMORE,MD,814 STOLL STREET BALTIMORE MD ,,
107H07011,AGGRAVATED ASSAULT,16-Aug-10,CAPTURED,1621 E. LAFAYETTE STREET,BALTIMORE,MD,1621 E. LAFAYETTE STREET BALTIMORE MD ,,
108H6962,ARMED ROBBERY,15-Aug-10,CAPTURED,5100 FREDERICK AVE,BALTIMORE,MD,5100 FREDERICK AVE BALTIMORE MD ,,
103H06587,SHOOTING,15-Aug-10,CAPTURED,1769 N. RUTLAND,BALTIMORE,MD,1769 N. RUTLAND BALTIMORE MD ,,
105H6550,ARMED ROBBERY,15-Aug-10,CAPTURED,4572 DERBY MANOR,BALTIMORE,MD,4572 DERBY MANOR BALTIMORE MD ,,
103H05885,UNARMED ROBBERY,13-Aug-10,CAPTURED,212 S. DALLAS COURT,BALTIMORE,MD,212 S. DALLAS COURT BALTIMORE MD ,,
10-TH05244,OTHER,12-Aug-10,CAPTURED,6209 PILGRAM RD.,BALTIMORE,MD,6209 PILGRAM RD. BALTIMORE MD ,,
109H02667,ARMED ROBBERY,6-Aug-10,CAPTURED,1011 W. LEXINGTON ST.,BALTIMORE,MD,1011 W. LEXINGTON ST. BALTIMORE MD ,,
109H02451,UNARMED ROBBERY,6-Aug-10,CAPTURED,200 S FULTON,BALTIMORE,MD,200 S FULTON BALTIMORE MD ,,
108H02342,OTHER,6-Aug-10,CAPTURED,4500 PALL MALL,BALTIMORE,MD,4500 PALL MALL BALTIMORE MD ,,
101H02195,ARMED ROBBERY,5-Aug-10,CAPTURED,1819 VINE ST,BALTIMORE,MD,1819 VINE ST BALTIMORE MD ,,
095C07828,HOMICIDE,3-Aug-10,CAPTURED,4833 BELAIR RD,BALTIMORE,MD,4833 BELAIR RD BALTIMORE MD ,,
102H03388,ARMED ROBBERY,1-Aug-10,CAPTURED,227 S. ANN ST.,BALTIMORE,MD,227 S. ANN ST. BALTIMORE MD ,,
109G13268,RAPE,29-Jul-10,CAPTURED,1314 MCHENRY ST,BALTIMORE,MD,1314 MCHENRY ST BALTIMORE MD ,,
105F01668,OTHER,28-Jul-10,CAPTURED,2102 WHITTIER AVE,BALTIMORE,MD,2102 WHITTIER AVE BALTIMORE MD ,,
104G12323,OTHER,27-Jul-10,CAPTURED,990 PUNJAB CT,ESSEX,MD,990 PUNJAB CT ESSEX MD ,,
109G11931,ARMED ROBBERY,26-Jul-10,CAPTURED,1241 W. PRATT STREET,BALTIMORE,MD,1241 W. PRATT STREET BALTIMORE MD ,,
105G11755,ARMED ROBBERY,25-Jul-10,CAPTURED,1804 CLIFTON AVE,BALTIMORE,MD,1804 CLIFTON AVE BALTIMORE MD ,,
107G11054,MISSING PERSON,24-Jul-10,CAPTURED,2106 EAGLE ST,BALTIMORE,MD,2106 EAGLE ST BALTIMORE MD ,,
107G11054,MISSING PERSON,24-Jul-10,CAPTURED,2106 EAGLE ST,BALTIMORE,MD,2106 EAGLE ST BALTIMORE MD ,,
102G08268,ARMED ROBBERY,18-Jul-10,CAPTURED,2454 ETTINGS ST.,BALTIMORE,MD,2454 ETTINGS ST. BALTIMORE MD ,,
102G08259,ARMED ROBBERY,18-Jul-10,CAPTURED,1164 CLEVELAND,BALTIMORE,MD,1164 CLEVELAND BALTIMORE MD ,,
109G06968,BURGLARY,16-Jul-10,CAPTURED,128 S CALHOUN ST,BALTIMORE,MD,128 S CALHOUN ST BALTIMORE MD ,,
104G06750,ARMED ROBBERY,15-Jul-10,CAPTURED,2400 MONUMENT ST.,BALTIMORE,MD,2400 MONUMENT ST. BALTIMORE MD ,,
10S0276,SEX OFFENSE,15-Jul-10,CAPTURED,734 N. CARROLLTON AVE,BALTIMORE,MD,734 N. CARROLLTON AVE BALTIMORE MD ,,
103G05706,OTHER,12-Jul-10,CAPTURED,1219 N BROADWAY,BALTIMORE,MD,1219 N BROADWAY BALTIMORE MD ,,
108G05057,HOME INVASION,12-Jul-10,CAPTURED,3935 W. MULBERRY,BALTIMORE,MD,3935 W. MULBERRY BALTIMORE MD ,,
108G05057,HOME INVASION,12-Jul-10,CAPTURED,3935 W. MULBERRY,BALTIMORE,MD,3935 W. MULBERRY BALTIMORE MD ,,
104G04291,UNARMED ROBBERY,10-Jul-10,CAPTURED,4906 BELAIR RD,BALTIMORE,MD,4906 BELAIR RD BALTIMORE MD ,,
102G03224,AGGRAVATED ASSAULT,8-Jul-10,CAPTURED,7 NEBAR RD,BALTIMORE,MD,7 NEBAR RD BALTIMORE MD ,,
101G02422,BURGLARY,6-Jul-10,CAPTURED,828 W. NORTH AVE,BALTIMORE,MD,828 W. NORTH AVE BALTIMORE MD ,,
103G01431,OTHER,4-Jul-10,CAPTURED,700 E. PRESTON STREET,BALTIMORE,MD,700 E. PRESTON STREET BALTIMORE MD ,,
104G01347,ARMED ROBBERY,3-Jul-10,CAPTURED,1200 GLENEAGLE,BALTIMORE,MD,1200 GLENEAGLE BALTIMORE MD ,,
104G1078,ARMED ROBBERY,3-Jul-10,CAPTURED,500 E. 30TH STREET,BALTIMORE,MD,500 E. 30TH STREET BALTIMORE MD ,,
101G00542,HOMICIDE,2-Jul-10,CAPTURED,3110 GARRISON BLVD,BALTIMORE,MD,3110 GARRISON BLVD BALTIMORE MD ,,
101G00377,DOMESTIC VIOLENCE,1-Jul-10,CAPTURED,1736 DRUID HILL,BALTIMORE,MD,1736 DRUID HILL BALTIMORE MD ,,
107G00329,ARMED ROBBERY,1-Jul-10,CAPTURED,300 E 22ND STREET,BALTIMORE,MD,300 E 22ND STREET BALTIMORE MD ,,
107G00240,SHOOTING,1-Jul-10,CAPTURED,2624 OSWEGO AVE,BALTIMORE,MD,2624 OSWEGO AVE BALTIMORE MD ,,
101G00035,OTHER,1-Jul-10,CAPTURED,100 E. MOUNT ROYAL AVE,BALTIMORE,MD,100 E. MOUNT ROYAL AVE BALTIMORE MD ,,
109F13823,UNARMED ROBBERY,29-Jun-10,CAPTURED,3030 SOUTHLAND,BALTIMORE,MD,3030 SOUTHLAND BALTIMORE MD ,,
106F11744,ARMED ROBBERY,25-Jun-10,CAPTURED,1110 E. COLD SPRING LANE,BALTIMORE,MD,1110 E. COLD SPRING LANE BALTIMORE MD ,,
109F09704,SHOOTING,20-Jun-10,CAPTURED,520 HARWOOD AVE,BALTIMORE,MD,520 HARWOOD AVE BALTIMORE MD ,,
109F09704,SHOOTING,20-Jun-10,CAPTURED,520 HARWOOD AVE,BALTIMORE,MD,520 HARWOOD AVE BALTIMORE MD ,,
105F09411,UNARMED ROBBERY,20-Jun-10,CAPTURED,3200 GREENMOUNT AVE,BALTIMORE,MD,3200 GREENMOUNT AVE BALTIMORE MD ,,
106F09258,HOMICIDE,19-Jun-10,CAPTURED,2406 LOYOLA NORTHWAY APT 302,BALTIMORE,MD,2406 LOYOLA NORTHWAY APT 302 BALTIMORE MD ,,
101F8427,UNARMED ROBBERY,18-Jun-10,CAPTURED,5512 HILLTOP AVE,BALTIMORE,MD,5512 HILLTOP AVE BALTIMORE MD ,,
107F07899,OTHER,17-Jun-10,CAPTURED,827 LINDEN AVENUE,BALTIMORE,MD,827 LINDEN AVENUE BALTIMORE MD ,,
101E2681,UNARMED ROBBERY,6-Jun-10,CAPTURED,1921 N. ROSEDALE STREET,BALTIMORE,MD,1921 N. ROSEDALE STREET BALTIMORE MD ,,
106F02449,ARMED ROBBERY,5-Jun-10,CAPTURED,6800 RESITERSTOWN ROAD,BALTIMORE,MD,6800 RESITERSTOWN ROAD BALTIMORE MD ,,
103F1691,ARMED ROBBERY,4-Jun-10,CAPTURED,3700 GOUGH,BALTIMORE,MD,3700 GOUGH BALTIMORE MD ,,
104F01659,HOMICIDE,4-Jun-10,CAPTURED,5006 CRENSHAW AVE,BALTIMORE,MD,5006 CRENSHAW AVE BALTIMORE MD ,,
104F01659,HOMICIDE,4-Jun-10,CAPTURED,5218 GREENVILLE ROAD,BRYANS ROAD,MD,5218 GREENVILLE ROAD BRYANS ROAD MD ,,
101F01619,ABDUCTION,3-Jun-10,CAPTURED,517 PHILADELPHIA AVE,KING OF PRUSSIA,PA,517 PHILADELPHIA AVE KING OF PRUSSIA PA ,,
2010-719480,HOME INVASION,3-Jun-10,CAPTURED,5012 BIRCH ST.,BALTIMORE,MD,5012 BIRCH ST. BALTIMORE MD ,,
103E10659,OTHER,1-Jun-10,CAPTURED,4411 LOCH RAVEN BLVD,BALTIMORE,MD,4411 LOCH RAVEN BLVD BALTIMORE MD ,,
102E11377,OTHER,1-Jun-10,CAPTURED,3600 EASTERN AVE,BALTIMORE,MD,3600 EASTERN AVE BALTIMORE MD ,,
109E13850,HOMICIDE,29-May-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD,2401 LIBERTY HEIGHTS BALTIMORE MD ,,
104E12881,ARMED ROBBERY,27-May-10,CAPTURED,6412 ROSEMONT,BALTIMORE,MD,6412 ROSEMONT BALTIMORE MD ,,
106E11887,ARMED ROBBERY,25-May-10,CAPTURED,3521 WHITE CHAPEL ROAD,BALTIMORE,MD,3521 WHITE CHAPEL ROAD BALTIMORE MD ,,
106E06645,HOMICIDE,14-May-10,CAPTURED,5300 PARK HEIGHTS,BALTIMORE,MD,5300 PARK HEIGHTS BALTIMORE MD ,,
108E5813,ARMED ROBBERY,12-May-10,CAPTURED,508 BRUNE STREET,BALTIMORE,MD,508 BRUNE STREET BALTIMORE MD ,,
104E5233,ARMED ROBBERY,11-May-10,CAPTURED,3600 ERDMAN AVE,BALTIMORE,MD,3600 ERDMAN AVE BALTIMORE MD ,,
102E04098,ARMED ROBBERY,8-May-10,CAPTURED,3701 PARKVIEW AVE APT B,BALTIMORE,MD,3701 PARKVIEW AVE APT B BALTIMORE MD ,,
105E03781,RAPE,8-May-10,CAPTURED,7205 BOGLEY ROAD,WOODLAWN,MD,7205 BOGLEY ROAD WOODLAWN MD ,,
104E02767,HOMICIDE,6-May-10,CAPTURED,823 KEVIN AVE,BALTIMORE,MD,823 KEVIN AVE BALTIMORE MD ,,
108E01976,OTHER,5-May-10,CAPTURED,2600 ELSINORE AVE,BALTIMORE,MD,2600 ELSINORE AVE BALTIMORE MD ,,
10TE1780,UNARMED ROBBERY,4-May-10,CAPTURED,3025 W. COLD SPRING LN.,BALTIMORE,MD,3025 W. COLD SPRING LN. BALTIMORE MD ,,
101G08596,RAPE,1-May-10,CAPTURED,7000 ARUNDEL MILLS CIRCLE,HANOVER,MD,7000 ARUNDEL MILLS CIRCLE HANOVER MD ,,
103F00343,OTHER,29-Apr-10,CAPTURED,3800 MCDOWELL LN.,LANSDOWNE,MD,3800 MCDOWELL LN. LANSDOWNE MD ,,
104D8559,UNARMED ROBBERY,18-Apr-10,CAPTURED,805 E FAYETTE STREET,BALTIMORE,MD,805 E FAYETTE STREET BALTIMORE MD ,,
106D8351,HOMICIDE,18-Apr-10,CAPTURED,5009 HILLEN,BALTIMORE,MD,5009 HILLEN BALTIMORE MD ,,
106D08351,HOMICIDE,18-Apr-10,CAPTURED,5009 HILLEN,BALTIMORE,MD,5009 HILLEN BALTIMORE MD ,,
106D07677,OTHER,17-Apr-10,CAPTURED,7805 HOUSE OF CORRECTION ROAD,JESSUP,MD,7805 HOUSE OF CORRECTION ROAD JESSUP MD ,,
109C00168,HOMICIDE,16-Apr-10,CAPTURED,1833 W. FAYETTE ST.,BALTIMORE,MD,1833 W. FAYETTE ST. BALTIMORE MD ,,
102D06884,UNARMED ROBBERY,15-Apr-10,CAPTURED,600 N. STREEPER ST,BALTIMORE,MD,600 N. STREEPER ST BALTIMORE MD ,,
103D05241,OTHER,11-Apr-10,CAPTURED,1920 E. 20TH STREET,BALTIMORE,MD,1920 E. 20TH STREET BALTIMORE MD ,,
109D4690,ARMED ROBBERY,10-Apr-10,CAPTURED,3606 9TH ST,BALTIMORE,MD,3606 9TH ST BALTIMORE MD ,,
108D3913,ARMED ROBBERY,8-Apr-10,CAPTURED,2108 RAMSEY ST,BALTIMORE,MD,2108 RAMSEY ST BALTIMORE MD ,,
109D03455,UNARMED ROBBERY,8-Apr-10,CAPTURED,104 N. LAURE SQUARE,BALTIMORE,MD,104 N. LAURE SQUARE BALTIMORE MD ,,
107D03378,UNARMED ROBBERY,8-Apr-10,CAPTURED,222 W. MEADOW RD,BALTIMORE,MD,222 W. MEADOW RD BALTIMORE MD ,,
104D03307,ARMED ROBBERY,7-Apr-10,CAPTURED,4000 BREHMS LANE,BALTIMORE,MD,4000 BREHMS LANE BALTIMORE MD ,,
106D02790,SHOOTING,7-Apr-10,CAPTURED,2614 VIOLET AVE,BALTIMORE,MD,2614 VIOLET AVE BALTIMORE MD ,,
4001110,ARMED ROBBERY,5-Apr-10,CAPTURED,2601 SOUTHERN AVE.,BALTIMORE,MD,2601 SOUTHERN AVE. BALTIMORE MD ,,
10502104,UNARMED ROBBERY,5-Apr-10,CAPTURED,4600 LOCH RAVEN BLVD,BALTIMORE,MD,4600 LOCH RAVEN BLVD BALTIMORE MD ,,
101D01858,UNARMED ROBBERY,5-Apr-10,CAPTURED,614 LAURENS STREET,BALTIMORE,MD,614 LAURENS STREET BALTIMORE MD ,,
105D0178,UNARMED ROBBERY,1-Apr-10,CAPTURED,2200 DENISON STREET,BALTIMORE,MD,2200 DENISON STREET BALTIMORE MD ,,
101C07730,OTHER,17-Mar-10,CAPTURED,2504 MOLTON COURT,BALTIMORE,MD,2504 MOLTON COURT BALTIMORE MD ,,
103C01218,OTHER,16-Mar-10,CAPTURED,2901 LIBERTY HEIGHTS AVE,BALTIMORE,MD,2901 LIBERTY HEIGHTS AVE BALTIMORE MD ,,
107C04553,SEX OFFENSE,15-Mar-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD,2401 LIBERTY HEIGHTS BALTIMORE MD ,,
104C04918,UNARMED ROBBERY,11-Mar-10,CAPTURED,827 N. PATTERSON PARK AVE,BALTIMORE,MD,827 N. PATTERSON PARK AVE BALTIMORE MD ,,
102C04873,ARMED ROBBERY,11-Mar-10,CAPTURED,1204 RAMBLEWOOD ROAD,BALTIMORE,MD,1204 RAMBLEWOOD ROAD BALTIMORE MD ,,
109C04191,OTHER,9-Mar-10,CAPTURED,605 CLAYMONT AVE,BALTIMORE,MD,605 CLAYMONT AVE BALTIMORE MD ,,
093D00530,WITNESS LOCATION,9-Mar-10,CAPTURED,951 HOMESTEAD STREET,BALTIMORE,MD,951 HOMESTEAD STREET BALTIMORE MD ,,
103C2924,ARMED ROBBERY,7-Mar-10,CAPTURED,1620 EDISON,BALTIMORE,MD,1620 EDISON BALTIMORE MD ,,
103C01018,HOMICIDE,3-Mar-10,CAPTURED,1701 CHILTON.,BALTIMORE,MD,1701 CHILTON. BALTIMORE MD ,,
103C01018,HOMICIDE,3-Mar-10,CAPTURED,2009 BRADDISH,BALTIMORE,MD,2009 BRADDISH BALTIMORE MD ,,
107C00389,ARMED ROBBERY,1-Mar-10,CAPTURED,3303 ROUND RD,BALTIMORE,MD,3303 ROUND RD BALTIMORE MD ,,
108B9747,AGGRAVATED ASSAULT,27-Feb-10,CAPTURED,800 N. WOODINGTON RD,BALTIMORE,MD,800 N. WOODINGTON RD BALTIMORE MD ,,
106B8316,ARMED ROBBERY,24-Feb-10,CAPTURED,2301 N. PULASKI ST.,BALTIMORE,MD,2301 N. PULASKI ST. BALTIMORE MD ,,
108B7649,HOMICIDE,23-Feb-10,CAPTURED,1525 CANTWELL ROAD,BALTIMORE,MD,1525 CANTWELL ROAD BALTIMORE MD ,,
106B7358,ARMED ROBBERY,22-Feb-10,CAPTURED,525 W. LAFAYETTE,BALTIMORE,MD,525 W. LAFAYETTE BALTIMORE MD ,,
105B05976,ABDUCTION,19-Feb-10,CAPTURED,1414 LUZERNE,BALTIMORE,MD,1414 LUZERNE BALTIMORE MD ,,
103B4074,AGGRAVATED ASSAULT,18-Feb-10,CAPTURED,1606 E. EAGER ST,BALTIMORE,MD,1606 E. EAGER ST BALTIMORE MD ,,
92931208,OTHER,16-Feb-10,CAPTURED,2304 WINCHESTER ST,BALTIMORE,MD,2304 WINCHESTER ST BALTIMORE MD ,,
109B03277,ABDUCTION,12-Feb-10,CAPTURED,10 S. HOWARD ST,BALTIMORE,MD,10 S. HOWARD ST BALTIMORE MD ,,
107B03045,ARMED ROBBERY,11-Feb-10,CAPTURED,2578 MARBOURNE,BALTIMORE,MD,2578 MARBOURNE BALTIMORE MD ,,
101B02759,OTHER,9-Feb-10,CAPTURED,804 W. LEXINGTON ST,BALTIMORE,MD,804 W. LEXINGTON ST BALTIMORE MD ,,
105B02447,BURGLARY,8-Feb-10,CAPTURED,2401 LIBERTY HEIGHTS,BALTIMORE,MD,2401 LIBERTY HEIGHTS BALTIMORE MD ,,
107B2307,HOMICIDE,7-Feb-10,CAPTURED,1729 APPLETON,BALTIMORE,MD,1729 APPLETON BALTIMORE MD ,,
107B2307,HOMICIDE,7-Feb-10,CAPTURED,165 PITTSTON CIR,BALTIMORE,MD,165 PITTSTON CIR BALTIMORE MD ,,
102B2183,UNARMED ROBBERY,6-Feb-10,CAPTURED,6600 BELAIR RD,BALTIMORE,MD,6600 BELAIR RD BALTIMORE MD ,,
103B01422,ARMED ROBBERY,4-Feb-10,CAPTURED,900 N. EDEN ST,BALTIMORE,MD,900 N. EDEN ST BALTIMORE MD ,,
105A12132,ARMED ROBBERY,2-Feb-10,CAPTURED,1300 PENNSYLVANIA AVENUE,BALTIMORE,MD,1300 PENNSYLVANIA AVENUE BALTIMORE MD ,,
104A13256,ARMED ROBBERY,31-Jan-10,CAPTURED,2201 W. FAYETTE STREET,BALTIMORE,MD,2201 W. FAYETTE STREET BALTIMORE MD ,,
106A12593,HOME INVASION,29-Jan-10,CAPTURED,3132 OAKFORD AVENUE,BALTIMORE,MD,3132 OAKFORD AVENUE BALTIMORE MD ,,
049L7720,OTHER,27-Jan-10,CAPTURED,3904 GARRISON AVE,BALTIMORE,MD,3904 GARRISON AVE BALTIMORE MD ,,
101A11609,ARMED ROBBERY,26-Jan-10,CAPTURED,1325 CHURCH ST,BALTIMORE,MD,1325 CHURCH ST BALTIMORE MD ,,
106A09866,BURGLARY,22-Jan-10,CAPTURED,2707 W BELVEDERE AVE,BALTIMORE,MD,2707 W BELVEDERE AVE BALTIMORE MD ,,
107A08706,ARMED ROBBERY,20-Jan-10,CAPTURED,2501 EDMONDSON AVE,BALTIMORE,MD,2501 EDMONDSON AVE BALTIMORE MD ,,
103A7602,UNARMED ROBBERY,18-Jan-10,CAPTURED,4025 RAYMOND AVENUE,BALTIMORE,MD,4025 RAYMOND AVENUE BALTIMORE MD ,,
094E14786,OTHER,13-Jan-10,CAPTURED,920 N. GILMORE ST,BALTIMORE,MD,920 N. GILMORE ST BALTIMORE MD ,,
103A04188,HOMICIDE,10-Jan-10,CAPTURED,2206 STRATHMORE 3C,BALTIMORE,MD,2206 STRATHMORE 3C BALTIMORE MD ,,
106A01030,HOMICIDE,3-Jan-10,CAPTURED,2405 LOYOLA NORTHWAY APT 104,BALTIMORE,MD,2405 LOYOLA NORTHWAY APT 104 BALTIMORE MD ,,
109A1569,SEX OFFENSE,31-Dec-09,CAPTURED,2706 OSWEGO AVE,BALTIMORE,MD,2706 OSWEGO AVE BALTIMORE MD ,,
092L11614,ARMED ROBBERY,29-Dec-09,CAPTURED,2810 JEFFERSON STREET,BALTIMORE,MD,2810 JEFFERSON STREET BALTIMORE MD ,,
093L9283,ARMED ROBBERY,22-Dec-09,CAPTURED,438 PITTMAN,BALTIMORE,MD,438 PITTMAN BALTIMORE MD ,,
098L6015,HOME INVASION,14-Dec-09,CAPTURED,500 BAKER STREET,BALTIMORE,MD,500 BAKER STREET BALTIMORE MD ,,
097L5788,SEX OFFENSE,13-Dec-09,CAPTURED,3018 GWYNNS FALL PKWY,BALTIMORE,MD,3018 GWYNNS FALL PKWY BALTIMORE MD ,,
097L5032,ARMED ROBBERY,11-Dec-09,CAPTURED,200 E. NORTH AVE,BALTIMORE,MD,200 E. NORTH AVE BALTIMORE MD ,,
095L2040,ARMED ROBBERY,5-Dec-09,CAPTURED,225 WENDOVER,BALTIMORE,MD,225 WENDOVER BALTIMORE MD ,,
094L00621,ARSON,1-Dec-09,CAPTURED,2642 OSWEGO AVENUE,BALTIMORE,MD,2642 OSWEGO AVENUE BALTIMORE MD ,,
097K13221,ABDUCTION,29-Nov-09,CAPTURED,2420 HURON,BALTIMORE,MD,2420 HURON BALTIMORE MD ,,
091K13125,UNARMED ROBBERY,29-Nov-09,CAPTURED,1000 GREENMONT AVE,BALTIMORE,MD,1000 GREENMONT AVE BALTIMORE MD ,,
092K12190,ARMED ROBBERY,27-Nov-09,CAPTURED,3418 E LOMBARD,BALTIMORE,MD,3418 E LOMBARD BALTIMORE MD ,,
092K12190,ARMED ROBBERY,27-Nov-09,CAPTURED,3025 E. MONUMENT STREET,BALTIMORE,MD,3025 E. MONUMENT STREET BALTIMORE MD ,,
096K10208,UNARMED ROBBERY,23-Nov-09,CAPTURED,6611 LOCH RAVEN,BALTIMORE,MD,6611 LOCH RAVEN BALTIMORE MD ,,
094K9089,ARMED ROBBERY,20-Nov-09,CAPTURED,825 DULANEY VALLEY ROAD,BALTIMORE,MD,825 DULANEY VALLEY ROAD BALTIMORE MD ,,
095K6238,ARMED ROBBERY,13-Nov-09,CAPTURED,1700 E. COLDSPRING LANE,BALTIMORE,MD,1700 E. COLDSPRING LANE BALTIMORE MD ,,
094K02428,ARMED ROBBERY,5-Nov-09,CAPTURED,5746 CEDONIA AVENUE,BALTIMORE,MD,5746 CEDONIA AVENUE BALTIMORE MD ,,
092K0200,ARMED ROBBERY,2-Nov-09,CAPTURED,3000 BIDDLE ST,BALTIMORE,MD,3000 BIDDLE ST BALTIMORE MD ,,
099K00113,HOME INVASION,2-Nov-09,CAPTURED,1518 N. FOREST PARK AVE,BALTIMORE,MD,1518 N. FOREST PARK AVE BALTIMORE MD ,,
098J14319,UNARMED ROBBERY,31-Oct-09,CAPTURED,313 MONTASARY,BALTIMORE,MD,313 MONTASARY BALTIMORE MD ,,
098J14513,OTHER,31-Oct-09,CAPTURED,21 N. ELLAMONT STREET,BALTIMORE,MD,21 N. ELLAMONT STREET BALTIMORE MD ,,
097J14459,UNARMED ROBBERY,31-Oct-09,CAPTURED,4909 REISTERSTOWN RD,BALTIMORE,MD,4909 REISTERSTOWN RD BALTIMORE MD ,,
093J13954,RAPE,30-Oct-09,CAPTURED,4000 ELKADER,BALTIMORE,MD,4000 ELKADER BALTIMORE MD ,,
091J13839,DOMESTIC VIOLENCE,29-Oct-09,CAPTURED,6853 JACOBS CT.,BALTIMORE,MD,6853 JACOBS CT. BALTIMORE MD ,,
092J13457,ARMED ROBBERY,29-Oct-09,CAPTURED,1233 N. POTOMAC STREET,BALTIMORE,MD,1233 N. POTOMAC STREET BALTIMORE MD ,,
9006230,SHOOTING,29-Oct-09,CAPTURED,1121 GREENMOUNT,BALTIMORE,MD,1121 GREENMOUNT BALTIMORE MD ,,
09-36668,ARMED ROBBERY,21-Oct-09,CAPTURED,1301 W. LAFAYETTE,BALTIMORE,MD,1301 W. LAFAYETTE BALTIMORE MD ,,
097J03464,UNARMED ROBBERY,7-Oct-09,CAPTURED,2402 ARUNAH STREET,BALTIMORE,MD,2402 ARUNAH STREET BALTIMORE MD ,,
092J2426,UNARMED ROBBERY,5-Oct-09,CAPTURED,608 N. LUZERNE,BALTIMORE,MD,608 N. LUZERNE BALTIMORE MD ,,
096J2380,ARMED ROBBERY,5-Oct-09,CAPTURED,301 S. BEECHFIELD AVE,BALTIMORE,MD,301 S. BEECHFIELD AVE BALTIMORE MD ,,
095J1185,ARMED ROBBERY,5-Oct-09,CAPTURED,4913 ALHAMBRA ST,BALTIMORE,MD,4913 ALHAMBRA ST BALTIMORE MD ,,
097J00922,HOMICIDE,2-Oct-09,CAPTURED,2325 SEAMON AVE,BALTIMORE,MD,2325 SEAMON AVE BALTIMORE MD ,,
097J00922,HOMICIDE,2-Oct-09,CAPTURED,710 APPLETON,BALTIMORE,MD,710 APPLETON BALTIMORE MD ,,
096J00466,UNARMED ROBBERY,1-Oct-09,CAPTURED,3400 DUPONT,BALTIMORE,MD,3400 DUPONT BALTIMORE MD ,,
